Subject 32139: V: 100 | C: 98.39 | Overall score: 99.19 
Subject 27448: V: 100 | C: 57.48 | Overall score: 78.74 

Subject 44232: V: 100 | C: 57.48 | Overall score: 78.74 

Subject 97659: V: 100 | C: 57.48 | Overall score: 78.74 

Subject 2270: V: 100 | C: 57.46 | Overall score: 78.73 

Subject 321: V: 100 | C: 57.47 | Overall score: 78.73 

Subject 91580: V: 100 | C: 57.46 | Overall score: 78.73 

Subject 92645: V: 100 | C: 57.46 | Overall score: 78.73 

Subject 27866: V: 100 | C: 57.45 | Overall score: 78.72 

Subject 83709: V: 100 | C: 57.43 | Overall score: 78.72 

Subject 92903: V: 100 | C: 57.45 | Overall score: 78.72 

Subject 2155: V: 100 | C: 57.41 | Overall score: 78.70 

Subject 22154: V: 100 | C: 57.4 | Overall score: 78.70 

Subject 3860: V: 100 | C: 57.41 | Overall score: 78.70 

Subject 45236: V: 100 | C: 57.41 | Overall score: 78.70 

Subject 49469: V: 100 | C: 57.41 | Overall score: 78.70 

Subject 69280: V: 100 | C: 57.41 | Overall score: 78.70 

Subject 75970: V: 100 | C: 57.41 | Overall score: 78.70 

Subject 83269: V: 100 | C: 57.41 | Overall score: 78.70 

Subject 83497: V: 100 | C: 57.41 | Overall score: 78.70 

Subject 95957: V: 80 | C: 77.41 | Overall score: 78.70 

Subject 15615: V: 100 | C: 57.38 | Overall score: 78.69 

Subject 15924: V: 100 | C: 57.39 | Overall score: 78.69 

Subject 46904: V: 100 | C: 57.38 | Overall score: 78.69 

Subject 49603: V: 100 | C: 57.37 | Overall score: 78.69 

Subject 76480: V: 100 | C: 57.38 | Overall score: 78.69 

Subject 20448: V: 100 | C: 57.36 | Overall score: 78.68 

Subject 42326: V: 100 | C: 57.36 | Overall score: 78.68 

Subject 47993: V: 100 | C: 57.36 | Overall score: 78.68 

Subject 66095: V: 100 | C: 57.36 | Overall score: 78.68 

Subject 73583: V: 80 | C: 77.36 | Overall score: 78.68 

Subject 83932: V: 100 | C: 57.36 | Overall score: 78.68 

Subject 84818: V: 100 | C: 57.36 | Overall score: 78.68 

Subject 10973: V: 100 | C: 57.35 | Overall score: 78.67 

Subject 1311: V: 100 | C: 57.35 | Overall score: 78.67 

Subject 18609: V: 100 | C: 57.34 | Overall score: 78.67 

Subject 43759: V: 100 | C: 57.35 | Overall score: 78.67 

Subject 51136: V: 100 | C: 57.34 | Overall score: 78.67 

Subject 52515: V: 100 | C: 57.34 | Overall score: 78.67 

Subject 53921: V: 100 | C: 57.34 | Overall score: 78.67 

Subject 63492: V: 100 | C: 57.34 | Overall score: 78.67 

Subject 10115: V: 100 | C: 57.31 | Overall score: 78.66 

Subject 11808: V: 100 | C: 57.32 | Overall score: 78.66 

Subject 13682: V: 100 | C: 57.32 | Overall score: 78.66 

Subject 14223: V: 100 | C: 57.31 | Overall score: 78.66 

Subject 19267: V: 100 | C: 57.33 | Overall score: 78.66 

Subject 24643: V: 100 | C: 57.33 | Overall score: 78.66 

Subject 41640: V: 100 | C: 57.31 | Overall score: 78.66 

Subject 4924: V: 100 | C: 57.33 | Overall score: 78.66 

Subject 5009: V: 100 | C: 57.32 | Overall score: 78.66 

Subject 68991: V: 100 | C: 57.31 | Overall score: 78.66 

Subject 79523: V: 100 | C: 57.33 | Overall score: 78.66 

Subject 53650: V: 100 | C: 57.3 | Overall score: 78.65 

Subject 10338: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 11356: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 12948: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 1498: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 15854: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 17208: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 17962: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 1882: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 19152: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 25030: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 26604: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 28254: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 28321: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 28607: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 29572: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 29593: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 30: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 31073: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 3827: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 3850: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 4240: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 46815: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 61182: V: 100 | C: 57.28 | Overall score: 78.64 

Subject 61846: V: 100 | C: 57.27 | Overall score: 78.64 

Subject 6628: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 6973: V: 100 | C: 57.27 | Overall score: 78.64 

Subject 8778: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 92323: V: 100 | C: 57.27 | Overall score: 78.64 

Subject 932: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 9863: V: 100 | C: 57.29 | Overall score: 78.64 

Subject 79605: V: 100 | C: 57.26 | Overall score: 78.63 

Subject 1616: V: 100 | C: 57.25 | Overall score: 78.62 

Subject 22341: V: 100 | C: 57.25 | Overall score: 78.62 

Subject 42962: V: 100 | C: 57.25 | Overall score: 78.62 

Subject 49370: V: 100 | C: 57.24 | Overall score: 78.62 

Subject 57436: V: 100 | C: 57.24 | Overall score: 78.62 

Subject 73540: V: 100 | C: 57.25 | Overall score: 78.62 

Subject 78911: V: 100 | C: 57.25 | Overall score: 78.62 

Subject 85036: V: 100 | C: 57.25 | Overall score: 78.62 

Subject 96539: V: 100 | C: 57.25 | Overall score: 78.62 

Subject 97585: V: 100 | C: 57.25 | Overall score: 78.62 

Subject 12371: V: 100 | C: 57.23 | Overall score: 78.61 

Subject 41398: V: 100 | C: 57.22 | Overall score: 78.61 

Subject 61948: V: 100 | C: 57.22 | Overall score: 78.61 

Subject 68765: V: 100 | C: 57.22 | Overall score: 78.61 

Subject 85845: V: 100 | C: 57.22 | Overall score: 78.61 

Subject 11906: V: 100 | C: 57.18 | Overall score: 78.59 

Subject 22970: V: 100 | C: 57.18 | Overall score: 78.59 

Subject 24968: V: 100 | C: 57.17 | Overall score: 78.59 

Subject 43708: V: 100 | C: 57.18 | Overall score: 78.59 

Subject 87135: V: 100 | C: 57.19 | Overall score: 78.59 

Subject 12949: V: 100 | C: 57.16 | Overall score: 78.58 

Subject 49635: V: 100 | C: 57.15 | Overall score: 78.58 

Subject 5765: V: 100 | C: 57.15 | Overall score: 78.58 

Subject 5788: V: 100 | C: 57.16 | Overall score: 78.58 

Subject 61794: V: 100 | C: 57.15 | Overall score: 78.58 

Subject 66339: V: 100 | C: 57.15 | Overall score: 78.58 

Subject 67042: V: 100 | C: 57.16 | Overall score: 78.58 

Subject 75631: V: 100 | C: 57.16 | Overall score: 78.58 

Subject 7996: V: 100 | C: 57.15 | Overall score: 78.58 

Subject 82986: V: 100 | C: 57.15 | Overall score: 78.58 

Subject 13557: V: 100 | C: 57.14 | Overall score: 78.57 

Subject 30651: V: 100 | C: 57.12 | Overall score: 78.56 

Subject 32272: V: 100 | C: 57.12 | Overall score: 78.56 

Subject 44459: V: 100 | C: 57.12 | Overall score: 78.56 

Subject 59710: V: 100 | C: 57.11 | Overall score: 78.56 

Subject 61711: V: 100 | C: 57.13 | Overall score: 78.56 

Subject 95763: V: 100 | C: 57.13 | Overall score: 78.56 

Subject 96947: V: 100 | C: 57.13 | Overall score: 78.56 

Subject 23870: V: 100 | C: 57.09 | Overall score: 78.55 

Subject 15553: V: 100 | C: 57.08 | Overall score: 78.54 

Subject 3199: V: 100 | C: 57.08 | Overall score: 78.54 

Subject 43509: V: 100 | C: 57.08 | Overall score: 78.54 

Subject 46676: V: 100 | C: 57.08 | Overall score: 78.54 

Subject 14935: V: 100 | C: 57.07 | Overall score: 78.53 

Subject 17184: V: 100 | C: 57.07 | Overall score: 78.53 

Subject 23081: V: 100 | C: 57.05 | Overall score: 78.53 

Subject 24994: V: 100 | C: 57.05 | Overall score: 78.53 

Subject 26006: V: 100 | C: 57.06 | Overall score: 78.53 

Subject 28413: V: 100 | C: 57.05 | Overall score: 78.53 

Subject 31720: V: 100 | C: 57.06 | Overall score: 78.53 

Subject 8775: V: 100 | C: 57.06 | Overall score: 78.53 

Subject 27961: V: 100 | C: 57.04 | Overall score: 78.52 

Subject 48383: V: 100 | C: 57.04 | Overall score: 78.52 

Subject 86857: V: 100 | C: 57.03 | Overall score: 78.52 

Subject 32095: V: 100 | C: 57.02 | Overall score: 78.51 

Subject 44546: V: 100 | C: 57.01 | Overall score: 78.50 

Subject 46355: V: 100 | C: 57.01 | Overall score: 78.50 

Subject 56468: V: 100 | C: 56.99 | Overall score: 78.50 

Subject 63515: V: 100 | C: 56.99 | Overall score: 78.50 

Subject 64921: V: 100 | C: 56.99 | Overall score: 78.50 

Subject 65570: V: 100 | C: 56.99 | Overall score: 78.50 

Subject 71743: V: 100 | C: 57.01 | Overall score: 78.50 

Subject 76135: V: 100 | C: 57.01 | Overall score: 78.50 

Subject 78009: V: 100 | C: 56.99 | Overall score: 78.50 

Subject 87257: V: 100 | C: 57.0 | Overall score: 78.50 

Subject 66664: V: 100 | C: 56.97 | Overall score: 78.48 

Subject 86340: V: 100 | C: 56.97 | Overall score: 78.48 

Subject 10059: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 10130: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 10644: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 10761: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 11412: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 11461: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 11490: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 11744: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 12025: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 12088: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 12164: V: 100 | C: 56.93 | Overall score: 78.47 

Subject 1234: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 12433: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 13327: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 13427: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 13913: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 14316: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 14688: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 15450: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 15458: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 15640: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 1578: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 16232: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 16259: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 16322: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 17055: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 17102: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 17127: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 1751: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 17693: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 19153: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 19558: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 19746: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 20643: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 21531: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 21578: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 21946: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 22315: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 22349: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 22540: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 22809: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 23030: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 23249: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 23873: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 24167: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 24255: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 24283: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 24573: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 25244: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 25337: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 25907: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 26484: V: 100 | C: 56.95 | Overall score: 78.47 

Subject 26736: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 27918: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 28008: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 28043: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 28506: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 2856: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 28605: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 29521: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 29586: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 29889: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 2996: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 2997: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 30090: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 31507: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 32050: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 32185: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 32497: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 3523: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 3673: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 3775: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 42327: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 42686: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 42: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 43599: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 43782: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 44768: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 45425: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 46459: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 47013: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 47157: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 47351: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 47670: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 48169: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 4899: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 49611: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 4988: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 50528: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 51337: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 51793: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 51820: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 52663: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 53397: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 53728: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 54132: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 55266: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 55402: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 5555: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 57528: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 58183: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 58836: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 58957: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 59364: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 59530: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 61034: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 6147: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 62141: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 62954: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 62974: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 64354: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 6537: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 65555: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 66086: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 663: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 6676: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 6691: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 67390: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 67504: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 77026: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 77259: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 77575: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 78533: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 80024: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 82633: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 8276: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 8278: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 83609: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 8537: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 85962: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 86618: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 86731: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 89579: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 89700: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 90032: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 90238: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 90863: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 91098: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 9161: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 91672: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 93844: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 94481: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 95004: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 95084: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 95469: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 96651: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 97728: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 98051: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 98982: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 9942: V: 100 | C: 56.94 | Overall score: 78.47 

Subject 28198: V: 100 | C: 56.92 | Overall score: 78.46 

Subject 45298: V: 100 | C: 56.92 | Overall score: 78.46 

Subject 83151: V: 100 | C: 56.92 | Overall score: 78.46 

Subject 16625: V: 100 | C: 56.91 | Overall score: 78.45 

Subject 4646: V: 100 | C: 56.91 | Overall score: 78.45 

Subject 83326: V: 100 | C: 56.91 | Overall score: 78.45 

Subject 8777: V: 100 | C: 56.9 | Overall score: 78.45 

Subject 10531: V: 100 | C: 56.88 | Overall score: 78.44 

Subject 15894: V: 100 | C: 56.87 | Overall score: 78.44 

Subject 2743: V: 100 | C: 56.89 | Overall score: 78.44 

Subject 60851: V: 100 | C: 56.87 | Overall score: 78.44 

Subject 78551: V: 100 | C: 56.88 | Overall score: 78.44 

Subject 21477: V: 100 | C: 56.85 | Overall score: 78.42 

Subject 49350: V: 100 | C: 56.85 | Overall score: 78.42 

Subject 12657: V: 100 | C: 56.81 | Overall score: 78.41 

Subject 16582: V: 100 | C: 56.82 | Overall score: 78.41 

Subject 21026: V: 100 | C: 56.81 | Overall score: 78.41 

Subject 41996: V: 100 | C: 56.81 | Overall score: 78.41 

Subject 4762: V: 100 | C: 56.82 | Overall score: 78.41 

Subject 57575: V: 100 | C: 56.83 | Overall score: 78.41 

Subject 6735: V: 100 | C: 56.83 | Overall score: 78.41 

Subject 77480: V: 100 | C: 56.83 | Overall score: 78.41 

Subject 8104: V: 100 | C: 56.82 | Overall score: 78.41 

Subject 88175: V: 100 | C: 56.83 | Overall score: 78.41 

Subject 91143: V: 100 | C: 56.81 | Overall score: 78.41 

Subject 93581: V: 100 | C: 56.83 | Overall score: 78.41 

Subject 10310: V: 100 | C: 56.8 | Overall score: 78.40 

Subject 32099: V: 100 | C: 56.8 | Overall score: 78.40 

Subject 7284: V: 100 | C: 56.8 | Overall score: 78.40 

Subject 92336: V: 100 | C: 56.8 | Overall score: 78.40 

Subject 10760: V: 100 | C: 56.79 | Overall score: 78.39 

Subject 142: V: 100 | C: 56.78 | Overall score: 78.39 

Subject 2091: V: 100 | C: 56.78 | Overall score: 78.39 

Subject 28660: V: 100 | C: 56.79 | Overall score: 78.39 

Subject 74505: V: 100 | C: 56.77 | Overall score: 78.39 

Subject 48042: V: 100 | C: 56.75 | Overall score: 78.38 

Subject 54124: V: 100 | C: 56.76 | Overall score: 78.38 

Subject 61056: V: 100 | C: 56.75 | Overall score: 78.38 

Subject 80534: V: 100 | C: 56.76 | Overall score: 78.38 

Subject 98118: V: 100 | C: 56.76 | Overall score: 78.38 

Subject 26579: V: 100 | C: 56.74 | Overall score: 78.37 

Subject 47718: V: 100 | C: 56.74 | Overall score: 78.37 

Subject 88683: V: 100 | C: 56.74 | Overall score: 78.37 

Subject 21183: V: 100 | C: 56.73 | Overall score: 78.36 

Subject 3214: V: 100 | C: 56.72 | Overall score: 78.36 

Subject 42197: V: 100 | C: 56.71 | Overall score: 78.36 

Subject 42606: V: 100 | C: 56.71 | Overall score: 78.36 

Subject 13593: V: 100 | C: 56.7 | Overall score: 78.35 

Subject 22079: V: 100 | C: 56.7 | Overall score: 78.35 

Subject 5150: V: 100 | C: 56.7 | Overall score: 78.35 

Subject 14197: V: 100 | C: 56.69 | Overall score: 78.34 

Subject 14607: V: 100 | C: 56.67 | Overall score: 78.34 

Subject 2548: V: 100 | C: 56.67 | Overall score: 78.34 

Subject 28650: V: 100 | C: 56.69 | Overall score: 78.34 

Subject 75343: V: 100 | C: 56.69 | Overall score: 78.34 

Subject 79229: V: 100 | C: 56.67 | Overall score: 78.34 

Subject 8504: V: 100 | C: 56.68 | Overall score: 78.34 
